,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
371,Wanning,0,AT,1561608455,83,48.64,13.53,72.0,3.36
372,Stromness,1,CA,1561608455,72,42.87,-79.55,71.01,4.61
373,Pisco,90,PE,1561608456,87,-13.71,-76.2,62.01,2.24
374,Hambantota,40,LK,1561608456,84,6.12,81.12,86.0,17.22
375,Beringovskiy,99,RU,1561608456,87,63.05,179.32,49.01,4.36
376,Metro,0,ID,1561608456,70,-5.11,105.31,82.85,5.28
377,Rundu,0,NA,1561608457,46,-17.91,19.77,53.6,3.36
378,Hofn,88,IS,1561608457,92,64.25,-15.21,44.15,11.74
379,Comodoro Rivadavia,40,AR,1561608457,87,-45.87,-67.48,44.6,8.05
380,Mayo,20,CA,1561608457,28,63.59,-135.9,69.8,3.36
381,Mareeba,40,AU,1561608458,57,-16.99,145.42,78.8,21.92
382,Springbok,0,ZA,1561608458,33,-29.67,17.88,45.59,6.29
383,Brae,98,GB,1561608458,93,60.4,-1.35,50.0,10.29
384,Gizo,0,IL,1561608458,50,31.8,34.94,75.2,2.24
385,Anamur,0,TR,1561608458,94,36.08,32.84,72.0,3.36
386,Junin,0,PE,1561608459,23,-16.45,-71.58,50.0,6.93
387,Kurchum,0,KZ,1561608459,50,48.57,83.65,62.69,4.88
388,Lompoc,75,US,1561608429,82,34.64,-120.46,64.0,10.29
389,Turan,42,RU,1561608459,56,52.15,93.92,65.03,4.7
390,Santa Cruz Cabralia,40,BR,1561608459,94,-16.28,-39.02,69.8,3.36
391,Kamwenge,100,UG,1561608460,90,0.19,30.45,66.11,1.5
392,Beira,0,ES,1561608460,93,43.2,-8.36,64.0,1.12
393,Nisia Floresta,40,BR,1561608460,88,-6.09,-35.21,73.4,5.82
394,Nizhniy Baskunchak,0,RU,1561608460,56,48.22,46.83,69.35,6.91
395,Anadyr,75,RU,1561608460,93,64.73,177.51,50.0,20.13
396,Tampico,20,MX,1561608285,88,22.22,-97.85,80.6,4.7
397,Flagstaff,1,US,1561608249,27,35.2,-111.65,64.99,9.17
398,Komsomolskiy,100,RU,1561608461,74,67.55,63.78,46.13,8.03
399,Tucuman,0,PE,1561608461,34,-17.17,-70.89,50.45,3.96
400,Visegrad,0,BA,1561608241,100,43.78,19.3,59.0,1.12
401,The Valley,20,AI,1561608444,88,18.22,-63.06,81.0,3.36
402,Nong Ki,40,TH,1561608462,62,14.69,102.54,93.0,12.75
403,Aksarka,100,RU,1561608462,53,66.56,67.8,50.09,3.06
404,Ilhabela,100,BR,1561608462,87,-23.78,-45.36,72.59,3.4
405,Yuanping,100,CN,1561608462,82,38.72,112.71,61.61,2.77
406,Berlevag,93,NO,1561608463,81,70.86,29.09,48.2,17.22
407,Aklavik,75,CA,1561608463,46,68.22,-135.01,50.0,5.82
408,Popondetta,84,PG,1561608463,71,-8.77,148.24,76.55,4.07
409,Darhan,100,MN,1561608463,60,49.49,105.92,59.81,10.16
410,Bonavista,28,CA,1561608463,85,48.65,-53.11,44.01,4.0
411,Pangnirtung,3,CA,1561608464,68,66.15,-65.72,46.85,4.63
412,Carutapera,67,BR,1561608464,91,-1.2,-46.02,75.47,4.7
413,Bajil,100,ES,1561608464,95,38.23,-2.07,60.01,1.99
414,Mantua,0,IT,1561608464,73,45.16,10.79,80.01,3.36
415,North Platte,1,US,1561608407,83,41.12,-100.77,75.0,9.17
416,Lubango,0,AO,1561608465,82,-14.92,13.49,51.89,1.88
417,Coquimbo,0,CL,1561608465,76,-29.95,-71.34,52.0,4.7
418,Porto Novo,20,BR,1561608465,93,-23.68,-45.44,62.6,1.12
419,Sevierville,1,US,1561608420,88,35.87,-83.56,77.0,1.05
420,Bouza,74,NE,1561608466,43,14.42,6.04,87.35,10.25
421,Villefontaine,0,FR,1561608466,78,45.61,5.16,73.4,2.24
422,Olinda,20,AU,1561608466,54,-37.84,145.39,66.0,23.04
423,Sur,95,OM,1561608466,60,22.57,59.53,85.73,9.86
424,Fortuna,20,US,1561608467,87,40.6,-124.16,59.0,8.05
425,Paamiut,100,GL,1561608467,100,61.99,-49.67,41.09,8.23
426,Grand Gaube,75,MU,1561608467,94,-20.01,57.66,73.99,16.11
427,Mosquera,40,CO,1561608467,76,4.71,-74.23,57.2,11.41
428,Isangel,90,VU,1561608467,88,-19.55,169.27,78.8,4.7
429,Broome,1,GB,1561608468,87,52.47,1.45,55.99,4.7
430,Fresnillo,90,MX,1561608468,49,23.17,-102.87,71.6,17.22
431,Saint Joseph,40,US,1561608419,83,39.77,-94.85,78.01,9.17
432,Viet Tri,0,VN,1561608373,63,21.3,105.43,91.4,4.7
433,Zyryanovsk,0,KZ,1561608468,69,49.74,84.27,61.97,3.91
434,Ust-Koksa,22,RU,1561608469,45,50.27,85.62,60.53,2.51
435,Jardim,0,BR,1561608469,87,-21.48,-56.15,56.21,2.62
436,Port Hardy,75,CA,1561608469,87,50.7,-127.42,57.2,4.7
437,Adamovka,0,RU,1561608469,60,51.52,59.94,59.27,8.34
438,Listvyanka,75,RU,1561608470,93,51.86,104.86,57.2,4.47
439,Pekalongan,15,ID,1561608470,52,-6.89,109.67,85.55,5.91
440,Kichera,98,RU,1561608470,58,55.93,110.1,65.21,3.85
441,Camopi,100,GF,1561608470,99,3.17,-52.33,71.15,1.43
442,Crib Point,49,AU,1561608470,62,-38.35,145.2,66.0,18.34
443,Broken Hill,0,AU,1561608471,37,-31.97,141.45,68.0,14.99
444,Ninghai,20,CN,1561608471,66,29.29,121.42,95.0,4.47
445,Itarema,0,BR,1561608471,94,-2.92,-39.92,72.41,5.48
446,Saint-Georges,100,CA,1561608471,85,46.12,-70.67,66.0,12.71
447,Clovis,1,US,1561608472,41,36.83,-119.7,84.2,12.75
448,Arman,59,RU,1561608472,50,59.7,150.17,65.93,1.12
449,Oktyabrskiy,75,RU,1561608473,87,55.61,37.97,57.2,6.71
450,Rafaela,0,AR,1561608473,57,-31.25,-61.49,42.01,4.0
451,Okhotsk,11,RU,1561608473,30,59.36,143.24,78.71,13.67
452,Inhambane,0,MZ,1561608473,96,-23.87,35.38,59.63,2.08
453,Sidney,90,US,1561608473,49,47.72,-104.16,73.4,11.41
454,San Francisco,75,US,1561608384,67,37.78,-122.42,62.01,6.93
455,San Quintin,99,PH,1561608475,66,17.54,120.52,86.09,4.81
456,Ranau,75,MY,1561608475,75,5.95,116.67,89.6,5.82
457,San Rafael,67,AR,1561608476,36,-34.61,-68.33,46.13,2.82
458,Mocuba,0,MZ,1561608477,97,-16.84,36.99,56.57,4.03
459,Oranjemund,0,ZA,1561608477,77,-28.55,16.43,54.95,4.38
460,Conakry,75,GN,1561608477,94,9.52,-13.7,80.6,4.18
461,Dehloran,0,IR,1561608477,9,32.69,47.27,88.07,8.08
462,Guerrero Negro,94,MX,1561608478,86,27.97,-114.04,63.41,17.67
463,Floro,75,NO,1561608478,81,61.6,5.03,51.8,4.7
464,Belmonte,0,PT,1561608478,97,40.36,-7.35,61.0,1.72
465,Pimentel,69,BR,1561608478,95,-3.7,-45.5,72.05,1.14
466,Athabasca,88,CA,1561608478,85,54.72,-113.29,58.91,3.42
467,Huilong,100,CN,1561608479,94,31.15,106.5,72.95,2.04
468,Maningrida,36,AU,1561608479,48,-12.05,134.23,81.95,10.8
469,Aden,100,YE,1561608451,68,12.79,45.03,87.89,15.73
470,Borazjan,0,IR,1561608479,70,29.27,51.21,86.0,6.93
471,Guben,50,PL,1561608479,80,51.95,14.72,69.01,7.0
472,Qixia,100,CN,1561608480,43,37.31,120.83,82.99,5.59
473,Gao,94,ML,1561608480,37,16.28,-0.04,89.51,11.92
474,Methoni,0,GR,1561608480,82,36.82,21.7,77.0,3.33
475,Tabas,24,IR,1561608480,8,33.6,56.92,91.4,4.7
476,La Tuque,100,CA,1561608481,98,47.44,-72.79,60.17,5.17
477,Manoel Urbano,0,BR,1561608481,77,-8.84,-69.26,74.57,1.32
478,Airai,99,TL,1561608481,44,-8.93,125.41,82.13,1.88
479,Laguna,90,BZ,1561608481,94,16.17,-88.94,77.0,6.93
480,Luga,100,RU,1561608482,97,58.74,29.85,51.71,6.58
481,Beloha,33,MG,1561608482,87,-25.17,45.06,65.93,13.22
482,Vao,100,EE,1561608482,98,59.1,26.19,54.77,0.18
483,Wembley,75,CA,1561608482,82,55.15,-119.14,57.2,4.7
484,Chake Chake,20,TZ,1561608483,74,-5.25,39.77,79.43,25.28
485,Sulangan,100,PH,1561608483,67,11.14,123.72,84.47,1.34
486,Gondar,75,PT,1561608483,93,41.82,-8.78,63.0,2.24
487,Dicabisagan,35,PH,1561608483,67,17.08,122.42,87.17,3.04
488,Porto Belo,90,BR,1561608484,93,-27.15,-48.54,57.2,9.17
489,Twentynine Palms,1,US,1561608484,18,34.14,-116.05,91.4,10.29
490,Zapolyarnyy,0,RU,1561608484,66,69.43,30.82,53.6,23.04
491,Grindavik,90,IS,1561608484,100,63.84,-22.43,50.0,16.11
492,Victor Harbor,0,AU,1561608485,35,-35.55,138.62,70.0,18.34
493,Rapid Valley,1,US,1561608485,94,44.06,-103.15,73.99,16.11
494,Sundsvall,0,SE,1561608358,71,62.39,17.31,55.0,10.29
495,Moose Factory,90,CA,1561608485,88,51.26,-80.61,64.4,6.93
496,Half Moon Bay,75,US,1561608485,67,37.46,-122.43,62.6,6.93
497,Ust-Kuyga,1,RU,1561608486,21,70.0,135.55,81.41,2.46
498,Teahupoo,40,PF,1561608486,74,-17.83,-149.27,80.6,8.05
499,Nelson Bay,75,AU,1561608486,77,-32.72,152.14,66.99,8.05
500,Abu Dhabi,5,AE,1561608472,49,24.47,54.37,93.2,16.11
501,Agadir,40,MA,1561608486,82,30.42,-9.58,64.4,16.89
502,Yukhnov,96,RU,1561608487,98,54.74,35.23,59.45,4.81
503,Dong Hoi,98,VN,1561608441,56,17.48,106.6,88.25,11.56
504,Kudahuvadhoo,71,MV,1561608487,72,2.67,72.89,82.49,1.68
505,Flin Flon,52,CA,1561608487,70,54.77,-101.88,57.47,3.69
506,Leshukonskoye,100,RU,1561608487,56,64.9,45.76,55.31,6.13
507,Awjilah,0,LY,1561608488,60,29.14,21.3,77.81,12.12
508,Bereda,0,ES,1561608488,93,43.27,-7.54,62.01,1.12
509,Warrington,20,GB,1561608401,93,53.39,-2.59,52.0,4.7
510,San Angelo,1,US,1561608488,69,31.46,-100.44,80.01,6.93
511,Juruti,90,BR,1561608489,90,-2.16,-56.09,74.93,2.86
512,Morro Bay,75,US,1561608477,87,35.37,-120.85,66.0,5.82
513,Cape Coast,98,GH,1561608489,91,5.11,-1.24,76.01,7.61
514,Launceston,75,AU,1561608404,76,-41.43,147.14,55.99,10.29
515,Burnie,100,AU,1561608489,83,-41.05,145.91,55.0,5.99
516,Pacific Grove,1,US,1561608490,72,36.62,-121.92,64.4,6.93
517,Nagapattinam,100,IN,1561608490,57,10.76,79.84,85.73,10.83
518,Colac,0,AU,1561608490,73,-38.34,143.59,64.0,1.99
519,Abonnema,100,NG,1561608490,91,4.71,6.79,74.39,6.06
520,Seoul,20,KR,1561608426,51,37.57,126.98,87.8,2.24
521,Leh,0,IN,1561608491,55,34.16,77.58,32.45,2.55
522,Raudeberg,75,NO,1561608491,81,61.99,5.14,51.8,4.7
523,Marrakesh,40,MA,1561608491,64,31.63,-7.99,69.8,3.36
524,Mahanoro,23,MG,1561608491,96,-19.9,48.8,61.61,2.98
525,Nemuro,75,JP,1561608492,68,43.32,145.57,71.6,11.41
526,Naantali,90,FI,1561608492,93,60.45,22.03,57.0,4.7
527,Paso de Carrasco,0,UY,1561608492,70,-34.86,-56.05,48.99,5.82
528,Troitsk,100,RU,1561608492,96,54.08,61.55,52.43,7.54
529,Ondo,99,NG,1561608492,99,7.1,4.83,72.59,0.36
530,Makakilo City,75,US,1561608493,88,21.35,-158.09,82.4,4.7
531,Vardo,1,US,1561608493,88,39.62,-77.74,77.0,1.81
532,Usinsk,99,RU,1561608493,77,66.0,57.56,51.17,6.33
533,Qaqortoq,90,GL,1561608493,93,60.72,-46.03,46.4,8.05
534,Itoman,40,JP,1561608494,79,26.12,127.67,89.6,12.75
535,Nurota,3,UZ,1561608494,30,40.56,65.69,86.0,4.7
536,Coahuayana,49,MX,1561608494,80,18.62,-100.35,75.65,1.54
537,Tigzirt,0,DZ,1561608494,11,36.57,4.2,81.95,6.58
538,Mayumba,1,GA,1561608495,78,-3.44,10.65,73.31,7.43
539,Lyngseidet,75,NO,1561608495,75,69.58,20.21,44.6,41.38
540,Tilichiki,100,RU,1561608495,54,60.47,166.1,58.37,2.48
541,Faya,0,SA,1561608495,35,18.39,42.45,69.8,0.87
542,Kentau,39,KZ,1561608495,15,43.52,68.5,90.77,1.34
543,Muncar,73,ID,1561608496,59,-8.43,114.34,78.89,4.43
544,Esso,96,RU,1561608496,60,55.93,158.7,49.19,7.52
545,Itamaraju,4,BR,1561608496,97,-17.04,-39.53,65.03,2.82
546,Pitsunda,20,GE,1561608496,64,43.16,40.34,75.2,13.42
547,Kalengwa,0,ZM,1561608497,80,-13.47,25.0,50.45,5.1
548,Letterkenny,67,IE,1561608497,99,54.95,-7.73,49.01,5.21
549,Saurimo,0,AO,1561608497,44,-9.66,20.4,58.19,5.44
550,Mtambile,20,TZ,1561608497,74,-5.38,39.7,79.43,25.28
551,Ahipara,1,NZ,1561608497,100,-35.17,173.16,60.01,15.99
552,Woodland,1,US,1561608498,48,38.68,-121.77,72.0,11.41
553,Portland,90,US,1561608499,82,43.66,-70.25,64.99,1.1
